timestamp,frame,face_detected,face_score,face_latency_ms,emotion_latency_ms,total_latency_ms,predicted_emotion,pipeline_fps
1787848386.2419982,1,1,0.5,80.20162582397461,7.776021957397461,110.86821556091309,neutral,9.019717643516875
1787848386.3005366,2,0,,53.77507209777832,,58.26234817504883,,11.82518378595544
1787848386.3592312,3,0,,54.09598350524902,,58.51268768310547,,13.178514984735102
1787848386.4163725,4,0,,52.3684024810791,,56.976318359375,,14.053847397470726
1787848386.4732265,5,0,,52.21986770629883,,56.73646926879883,,14.647463141286439
1787848386.592954,6,0,,67.82913208007812,,74.5079517364502,,14.427794021533487
1787848386.649957,7,0,,52.48737335205078,,56.8394660949707,,14.80843835207413
1787848386.7073748,8,0,,52.26564407348633,,57.27791786193848,,15.094870086548985
1787848386.7811835,9,0,,52.62899398803711,,57.1591854095459,,15.328527120828571
1787848386.84957,10,1,0.5,55.61423301696777,7.420063018798828,68.22037696838379,neutral,15.258767243540142
1787848387.0269816,11,1,0.69140625,77.44860649108887,7.933378219604492,96.02713584899902,neutral,14.639572273960432
1787848387.0929863,12,1,0.69140625,52.926063537597656,7.546186447143555,65.83285331726074,neutral,14.683911796720398
1787848387.2200606,13,1,0.5,69.00691986083984,7.542610168457031,87.81099319458008,neutral,14.36413425890923
1787848387.2861173,14,1,0.69140625,53.21049690246582,7.431507110595703,65.87934494018555,neutral,14.41944337556912
1787848387.3531232,15,1,0.5,54.04043197631836,7.427453994750977,66.8642520904541,neutral,14.453992950656895
1787848387.4638824,16,1,0.69140625,60.42027473449707,7.505178451538086,79.41222190856934,neutral,14.321675265294799
1787848387.5316749,17,1,0.69140625,53.42364311218262,7.625818252563477,67.61336326599121,neutral,14.348399892462213
1787848387.5976343,18,1,0.5,53.05004119873047,7.539033889770508,65.7951831817627,neutral,14.393134073578258
1787848387.6553001,19,0,,53.00641059875488,,57.509422302246094,,14.52482004770538
1787848387.712472,20,0,,52.590370178222656,,57.02805519104004,,14.650578977279277
1787848387.769905,21,0,,52.82020568847656,,57.272911071777344,,14.763710261102654
1787848387.8291578,22,0,,54.72302436828613,,59.096574783325195,,14.84978181891332
1787848387.8867128,23,0,,52.89793014526367,,57.39712715148926,,14.94573681842576
1787848387.9506557,24,0,,52.40654945373535,,56.93984031677246,,15.039099631743861
1787848388.0123496,25,0,,52.68216133117676,,57.32536315917969,,15.122502137692337
1787848388.0801933,26,0,,53.30634117126465,,57.6934814453125,,15.197043756270151
1787848388.151573,27,0,,52.43396759033203,,57.27696418762207,,15.270318361402893
1787848388.2137234,28,0,,52.39224433898926,,57.00874328613281,,15.341248811920558
1787848388.2776494,29,0,,52.359580993652344,,56.893348693847656,,15.408827136095994
1787848388.3448424,30,0,,53.26986312866211,,57.747840881347656,,15.465623867694061
1787848388.4305794,31,0,,55.51624298095703,,62.44778633117676,,15.861555872825308
1787848388.4876661,32,0,,52.40941047668457,,56.908369064331055,,15.872918880277139
1787848388.546962,33,0,,52.588462829589844,,57.05142021179199,,15.885200565473163
1787848388.6128776,34,0,,52.5059700012207,,56.96368217468262,,15.885306853176093
1787848388.6864207,35,1,0.5,53.1010627746582,7.59577751159668,66.01476669311523,neutral,15.80764463191473
1787848388.7533183,36,1,0.5,52.62470245361328,7.559776306152344,66.24627113342285,neutral,15.876760250158826
