timestamp,frame,face_detected,cx,cy,target_yaw_deg,target_pitch_deg,commanded_yaw_deg,commanded_pitch_deg
1787842530.894441,1,0,,,,,0.0,0.0
1787842530.9533944,2,1,0.7267850637435913,0.3841814398765564,-27.486204020520933,7.366021376347974,-5.0,5.0
1787842531.0128994,3,0,,,,,-5.0,5.0
1787842531.0731134,4,0,,,,,-5.0,5.0
1787842531.1327083,5,1,0.715305745601654,0.3841814398765564,-26.094918036967393,7.366021376347974,-10.0,7.366021376347974
1787842531.2089121,6,0,,,,,-10.0,7.366021376347974
1787842531.2680671,7,0,,,,,-10.0,7.366021376347974
1787842531.3274064,8,1,0.7273625731468201,0.29074740409851074,-27.556197789153163,7.999957591981826,-14.999999999999998,7.999957591981826
1787842531.386461,9,1,0.6907474398612976,0.2775602638721466,-23.118467159492692,7.999957591981826,-20.0,7.999957591981826
1787842531.4461615,10,1,0.6726374626159668,0.2685052752494812,-20.923549552683497,7.999957591981826,-20.923549552683497,7.999957591981826
1787842531.5468621,11,1,0.6771649718284607,0.2730327248573303,-21.472280760396963,7.999957591981826,-21.472280760396963,7.999957591981826
1787842531.6075027,12,0,,,,,-21.472280760396963,7.999957591981826
1787842531.6669185,13,0,,,,,-21.472280760396963,7.999957591981826
1787842531.7253075,14,1,0.61378014087677,0.2590550184249878,-13.790079972631753,7.999957591981826,-16.47228076039696,7.999957591981826
1787842531.7840369,15,1,0.6070348024368286,0.2633132338523865,-12.972549287465847,7.999957591981826,-12.972549287465847,7.999957591981826
1787842531.8588388,16,1,0.6183076500892639,0.2545274496078491,-14.338811180345216,7.999957591981826,-14.338811180345216,7.999957591981826
1787842531.9179413,17,1,0.622835099697113,0.2545274496078491,-14.887535164014025,7.999957591981826,-14.887535164014025,7.999957591981826
1787842531.977153,18,1,0.6043298840522766,0.2590549886226654,-12.644714917118101,7.999957591981826,-12.644714917118101,7.999957591981826
1787842532.035996,19,1,0.6183076500892639,0.2545274496078491,-14.338811180345216,7.999957591981826,-14.338811180345216,7.999957591981826
1787842532.1042745,20,1,0.6133848428726196,0.2635824680328369,-13.742170108500371,7.999957591981826,-13.742170108500371,7.999957591981826
1787842532.190963,21,1,0.6183076500892639,0.2635824680328369,-14.338811180345216,7.999957591981826,-14.338811180345216,7.999957591981826
1787842532.2516513,22,1,0.6318901181221008,0.2635824680328369,-15.98499757944095,7.999957591981826,-15.98499757944095,7.999957591981826
1787842532.3108158,23,1,0.622835099697113,0.2635824680328369,-14.887535164014025,7.999957591981826,-14.887535164014025,7.999957591981826
1787842532.3797874,24,1,0.622835099697113,0.2635824680328369,-14.887535164014025,7.999957591981826,-14.887535164014025,7.999957591981826
1787842532.4393842,25,1,0.6183076500892639,0.2635824680328369,-14.338811180345216,7.999957591981826,-14.338811180345216,7.999957591981826
1787842532.5198288,26,1,0.622835099697113,0.2635824680328369,-14.887535164014025,7.999957591981826,-14.887535164014025,7.999957591981826
1787842532.5790908,27,1,0.6133848428726196,0.2635824680328369,-13.742170108500371,7.999957591981826,-13.742170108500371,7.999957591981826
1787842532.638064,28,1,0.6133848428726196,0.2635824680328369,-13.742170108500371,7.999957591981826,-13.742170108500371,7.999957591981826
1787842532.702283,29,1,0.6318901181221008,0.2594503164291382,-15.98499757944095,7.999957591981826,-15.98499757944095,7.999957591981826
1787842532.7742045,30,1,0.6134179830551147,0.26753175258636475,-13.746186677326826,7.999957591981826,-13.746186677326826,7.999957591981826
1787842532.8479803,31,1,0.6224398016929626,0.2635824680328369,-14.839625299882643,7.999957591981826,-14.839625299882643,7.999957591981826
1787842532.9064872,32,1,0.6136389970779419,0.2729431390762329,-13.77297343489606,7.999957591981826,-13.77297343489606,7.999957591981826
1787842532.9682446,33,1,0.6409450769424438,0.2726374566555023,-17.082452770823224,7.999957591981826,-17.082452770823224,7.999957591981826
1787842533.034148,34,1,0.6259610056877136,0.2753203809261322,-15.266392961738125,7.999957591981826,-15.266392961738125,7.999957591981826
1787842533.1045547,35,1,0.645472526550293,0.27716490626335144,-17.63117675449203,7.999957591981826,-17.63117675449203,7.999957591981826
1787842533.1816216,36,1,0.6318901181221008,0.2685052752494812,-15.98499757944095,7.999957591981826,-15.98499757944095,7.999957591981826
1787842533.2409604,37,1,0.6281391382217407,0.29145243763923645,-15.530381225452404,7.999957591981826,-15.530381225452404,7.999957591981826
1787842533.3016467,38,0,,,,,-15.530381225452404,7.999957591981826
1787842533.3729486,39,0,,,,,-15.530381225452404,7.999957591981826
1787842533.4343145,40,0,,,,,-15.530381225452404,7.999957591981826
1787842533.5334213,41,0,,,,,-15.530381225452404,7.999957591981826
1787842533.5924742,42,1,0.6862199306488037,0.29980239272117615,-22.569735951779233,7.999957591981826,-20.530381225452405,7.999957591981826
1787842533.651484,43,1,0.6846943497657776,0.3076528310775757,-22.384836528913922,7.999957591981826,-22.384836528913922,7.999957591981826
1787842533.7115865,44,0,,,,,-22.384836528913922,7.999957591981826
1787842533.7705104,45,0,,,,,-22.384836528913922,7.999957591981826
1787842533.8473458,46,0,,,,,-22.384836528913922,7.999957591981826
1787842533.906326,47,0,,,,,-22.384836528913922,7.999957591981826
1787842533.9670458,48,0,,,,,-22.384836528913922,7.999957591981826
1787842534.035288,49,0,,,,,-22.384836528913922,7.999957591981826
1787842534.2202036,50,0,,,,,-22.384836528913922,7.999957591981826
1787842534.4884,51,0,,,,,-22.384836528913922,7.999957591981826
1787842534.5479422,52,1,0.6730327606201172,0.30925264954566956,-20.97145941681488,7.999957591981826,-20.97145941681488,7.999957591981826
1787842534.6079473,53,1,0.6575759649276733,0.31212031841278076,-19.098105709595586,7.999957591981826,-19.098105709595586,7.999957591981826
1787842534.6665657,54,1,0.6590549945831299,0.30432984232902527,-19.277363153587768,7.999957591981826,-19.277363153587768,7.999957591981826
1787842534.7254796,55,1,0.6580355167388916,0.3017870783805847,-19.153803093861715,7.999957591981826,-19.153803093861715,7.999957591981826
1787842534.8050578,56,0,,,,,-19.153803093861715,7.999957591981826
1787842534.8649204,57,1,0.6259610056877136,0.2753203809261322,-15.266392961738125,7.999957591981826,-15.266392961738125,7.999957591981826
1787842534.9237027,58,1,0.6500000357627869,0.2639777660369873,-18.179907962205494,7.999957591981826,-18.179907962205494,7.999957591981826
