timestamp,frame,face_detected,recentering,cx,cy,target_yaw_deg,target_pitch_deg,commanded_yaw_deg,commanded_pitch_deg
1787843792.3132088,255,0,0,,,,,-15.653377506747193,7.999957591981826
1787843792.376055,256,1,0,0.5872445702552795,0.31581658124923706,-10.57398586191967,7.999957591981826,-10.653377506747193,7.999957591981826
1787843792.4445305,257,1,0,0.5780611038208008,0.3096942901611328,-9.460955630267907,7.999957591981826,-9.460955630267907,7.999957591981826
1787843792.5113857,258,0,0,,,,,-9.460955630267907,7.999957591981826
1787843792.5747893,259,1,0,0.5658165812492371,0.31275543570518494,-7.97692736147331,7.999957591981826,-7.97692736147331,7.999957591981826
1787843792.643507,260,1,0,0.608672559261322,0.32806113362312317,-13.171044362366029,7.999957591981826,-12.976927361473308,7.999957591981826
1787843792.7097616,261,1,0,0.592858076095581,0.32806113362312317,-11.254339163190698,7.999957591981826,-11.254339163190698,7.999957591981826
1787843792.7856598,262,1,0,0.5903056859970093,0.32806113362312317,-10.944991123107155,7.999957591981826,-10.944991123107155,7.999957591981826
1787843792.8437555,263,1,0,0.5826528668403625,0.32806113362312317,-10.017474358116115,7.999957591981826,-10.017474358116115,7.999957591981826
1787843792.9115822,264,1,0,0.5647947788238525,0.32499998807907104,-7.853085564005837,7.999957591981826,-7.853085564005837,7.999957591981826
1787843792.9774613,265,1,0,0.5596942901611328,0.32806113362312317,-7.234909615053685,7.999957591981826,-7.234909615053685,7.999957591981826
1787843793.0435627,266,1,0,0.5525502562522888,0.32806113362312317,-6.369057295211239,7.999957591981826,-6.369057295211239,7.999957591981826
1787843793.109144,267,1,0,0.5433667898178101,0.32806113362312317,-5.256027063559477,7.999957591981826,-5.256027063559477,7.999957591981826
1787843793.1756773,268,1,0,0.5372445583343506,0.3341834247112274,-4.514016541184505,7.999957591981826,-4.514016541184505,7.999957591981826
1787843793.2463765,269,1,0,0.5310602188110352,0.33484816551208496,-3.764478564282255,7.999957591981826,-3.764478564282255,7.999957591981826
1787843793.3117843,270,1,0,0.534848153591156,0.33484816551208496,-4.223573825954976,7.999957591981826,-4.223573825954976,7.999957591981826
1787843793.374101,271,1,0,0.534848153591156,0.3424241244792938,-4.223573825954976,7.999957591981826,-4.223573825954976,7.999957591981826
1787843793.4513624,272,1,0,0.5310602188110352,0.3500000238418579,-3.764478564282255,7.999957591981826,-3.764478564282255,7.999957591981826
1787843793.5114393,273,1,0,0.5234842300415039,0.3500000238418579,-2.84627359284751,7.999957591981826,-2.84627359284751,7.999957591981826
1787843793.5770905,274,0,0,,,,,-2.84627359284751,7.999957591981826
1787843793.6443682,275,0,0,,,,,-2.84627359284751,7.999957591981826
1787843793.7105217,276,0,0,,,,,-2.84627359284751,7.999957591981826
1787843793.7799594,277,1,0,0.5071420073509216,0.365816593170166,-0.865606702324282,7.999957591981826,-0.865606702324282,7.999957591981826
1787843793.8455637,278,1,0,0.5071420073509216,0.365816593170166,-0.865606702324282,7.999957591981826,-0.865606702324282,7.999957591981826
1787843793.9099822,279,1,0,0.5086725950241089,0.365816593170166,-1.0511129449403511,7.999957591981826,-1.0511129449403511,7.999957591981826
1787843793.9746618,280,0,0,,,,,-1.0511129449403511,7.999957591981826
1787843794.1468694,281,0,0,,,,,-1.0511129449403511,7.999957591981826
1787843794.1672423,282,0,0,,,,,-1.0511129449403511,7.999957591981826
1787843794.1874998,283,0,0,,,,,-1.0511129449403511,7.999957591981826
1787843794.2458425,284,0,0,,,,,-1.0511129449403511,7.999957591981826
1787843794.381469,285,1,0,0.5424240827560425,0.37272781133651733,-5.14177157334507,7.999957591981826,-5.14177157334507,7.999957591981826
1787843794.425324,286,1,0,0.5525502562522888,0.36887773871421814,-6.369057295211239,7.999957591981826,-6.369057295211239,7.999957591981826
1787843794.4445617,287,1,0,0.5556113719940186,0.365816593170166,-6.740062556398725,7.999957591981826,-6.740062556398725,7.999957591981826
1787843794.5191865,288,0,0,,,,,-6.740062556398725,7.999957591981826
1787843794.5905032,289,1,0,0.5719388723373413,0.35969430208206177,-8.718945107892933,7.999957591981826,-8.718945107892933,7.999957591981826
